,customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.Daily
4443,6088-BXMRG,False,Female,False,True,True,32,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,98.85,3089.6,3.25
4444,6092-QZVPP,False,Male,False,False,False,36,True,False,DSL,True,False,True,True,True,True,Month-to-month,True,Credit card (automatic),79.2,2854.95,2.6
4445,6094-ZIVKX,False,Female,False,False,False,68,True,False,DSL,True,False,True,False,False,False,One year,True,Credit card (automatic),54.45,3674.95,1.79
4446,6096-EGVTU,False,Female,False,True,True,64,True,True,No,False,False,False,False,False,False,One year,False,Mailed check,24.9,1595.5,0.82
4447,6097-EQISJ,True,Female,False,True,True,66,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Credit card (automatic),102.45,6615.15,3.37
4448,6100-FJZDG,False,Male,False,True,True,26,True,False,No,False,False,False,False,False,False,One year,True,Bank transfer (automatic),20.05,505.9,0.66
4449,6100-QQHEB,True,Male,False,True,True,17,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,92.55,1515.1,3.04
4450,6101-IMRMM,True,Male,False,False,True,6,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,False,Mailed check,94.5,575.45,3.1
4451,6103-BOCOU,False,Female,False,False,False,26,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,80.7,2193.0,2.65
4452,6103-LIANB,False,Male,False,True,True,59,True,True,Fiber optic,False,False,True,False,True,True,Two year,True,Credit card (automatic),99.5,5861.75,3.27
4453,6103-QCKFX,False,Female,False,True,True,44,True,False,DSL,True,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),56.25,2419.55,1.85
4454,6108-OQZDQ,True,Female,False,True,True,4,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,97.95,384.5,3.22
4455,6110-OHIHY,True,Male,False,False,False,3,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,79.25,267.6,2.6
4456,6112-KTHFQ,False,Female,False,False,False,13,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,19.3,279.3,0.63
4457,6114-TCFID,False,Female,False,False,False,29,False,False,DSL,True,True,False,True,False,False,One year,False,Credit card (automatic),39.5,1082.75,1.3
4458,6115-ZTBFQ,False,Female,False,True,False,72,False,False,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),65.5,4919.7,2.15
4459,6116-RFVHN,False,Female,False,True,False,34,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.45,3414.65,3.3
4460,6119-SPUDB,False,Male,False,False,False,46,False,False,DSL,True,False,True,True,False,False,Two year,False,Mailed check,38.25,1755.35,1.26
4461,6120-RJKLU,False,Female,True,True,False,62,True,False,DSL,True,False,True,True,True,True,Two year,True,Credit card (automatic),79.95,4819.75,2.63
4462,6121-TNHBO,False,Female,True,False,False,63,True,True,DSL,True,True,True,True,True,False,One year,False,Bank transfer (automatic),83.0,5243.05,2.73
4463,6121-VZNQB,True,Female,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,19.1,19.1,0.63
4464,6122-EFVKN,False,Male,False,False,True,24,False,False,DSL,True,False,False,True,False,False,Two year,False,Mailed check,35.75,830.8,1.17
4465,6122-LJADA,False,Male,False,True,True,70,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),90.15,6237.05,2.96
4466,6124-ACRHJ,False,Female,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.75,19.75,0.65
4467,6127-ISGTU,True,Female,False,True,False,16,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,84.95,1378.25,2.79
4468,6127-IYJOZ,False,Male,True,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.85,45.85,1.51
4469,6128-AQBMT,False,Male,True,True,False,41,False,False,DSL,False,True,True,False,True,True,Month-to-month,True,Electronic check,53.95,2215.4,1.77
4470,6128-CZOMY,True,Female,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.65,45.65,1.5
4471,6128-DAFVY,False,Female,False,False,False,56,False,False,DSL,False,False,False,False,True,True,Month-to-month,True,Credit card (automatic),44.85,2564.95,1.47
4472,6131-FOYAS,False,Male,False,False,False,35,True,True,DSL,True,False,True,False,False,False,Month-to-month,True,Electronic check,59.6,2094.9,1.96
4473,6131-IUNXN,False,Female,False,True,True,19,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.2,382.2,0.66
4474,6131-JLWZM,False,Female,False,False,False,13,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.3,275.4,0.67
4475,6133-OZILE,False,Female,False,False,False,18,False,False,DSL,False,False,True,True,False,False,Month-to-month,True,Electronic check,35.2,607.3,1.16
4476,6134-KWTBV,False,Male,False,False,False,62,True,True,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),23.4,1429.65,0.77
4477,6135-OZQVA,False,Female,False,False,False,7,True,True,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,53.65,404.35,1.76
4478,6137-MFAJN,False,Female,False,False,False,48,False,False,DSL,True,True,False,False,True,False,Month-to-month,True,Electronic check,44.8,2104.55,1.47
4479,6137-NICCO,False,Female,False,True,True,6,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Mailed check,94.05,518.75,3.09
4480,6139-ZZRBQ,False,Male,True,False,False,64,True,False,No,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),20.05,1198.05,0.66
4481,6140-QNRQQ,True,Male,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,71.55,71.55,2.35
4482,6141-OOXUQ,True,Male,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.65,19.65,0.65
4483,6142-VSJQO,True,Female,False,True,True,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),44.35,44.35,1.46
4484,6143-JQKEA,False,Male,False,False,False,10,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),45.8,436.2,1.5
4485,6145-NNPNO,False,Female,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),44.15,44.15,1.45
4486,6147-CBCRA,False,Female,False,True,False,33,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.05,669.45,0.66
4487,6152-ONASV,False,Female,False,True,False,68,True,True,DSL,True,False,False,True,False,False,One year,False,Bank transfer (automatic),58.25,3975.7,1.91
4488,6156-UZDLF,False,Female,False,False,False,26,True,False,Fiber optic,True,False,True,True,False,False,One year,True,Credit card (automatic),87.15,2274.1,2.86
4489,6158-DWPZT,True,Male,False,True,False,9,False,False,DSL,False,False,False,False,False,False,One year,False,Bank transfer (automatic),24.1,259.8,0.79
4490,6158-HDPXZ,False,Male,False,False,False,1,False,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,25.35,25.35,0.83
4491,6161-ERDGD,False,Male,False,True,True,71,True,True,DSL,True,False,True,True,True,True,One year,False,Electronic check,85.45,6300.85,2.81
4492,6161-UUUTA,True,Male,True,False,False,3,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.9,260.9,2.62
4493,6164-HAQTX,False,Male,False,False,False,71,False,False,DSL,True,True,True,True,True,False,Two year,False,Bank transfer (automatic),53.95,3888.65,1.77
4494,6164-HXUGH,False,Female,False,True,True,6,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.85,119.3,0.65
4495,6166-ILMNY,True,Female,False,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),69.75,144.55,2.29
4496,6166-YIPFO,False,Male,False,True,False,72,False,False,DSL,True,True,True,True,True,True,Two year,True,Electronic check,64.7,4746.05,2.13
4498,6168-WFVVF,True,Female,True,False,False,3,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.3,235.5,2.31
4499,6168-YBYNP,False,Male,False,False,False,59,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,111.35,6519.75,3.66
4500,6169-PGNCD,False,Female,False,False,False,57,True,False,DSL,True,True,True,True,True,False,Two year,True,Credit card (automatic),74.3,4166.35,2.44
4501,6169-PPETC,False,Male,False,True,True,35,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.5,759.35,0.67
4502,6171-ZTVYB,False,Male,False,True,False,43,True,True,DSL,True,True,False,True,False,False,Month-to-month,False,Bank transfer (automatic),66.25,2907.35,2.18
4503,6172-FECYY,True,Male,False,True,True,49,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,84.5,4254.85,2.78
4504,6173-GOLSU,False,Male,True,True,False,67,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Credit card (automatic),94.65,6079.0,3.11
4505,6173-ITPWD,True,Male,False,True,False,47,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Bank transfer (automatic),83.35,4065.0,2.74
4506,6174-NRBTZ,False,Male,False,False,False,46,False,False,DSL,True,False,False,False,False,False,One year,True,Bank transfer (automatic),30.75,1489.3,1.01
4507,6175-IRFIT,False,Male,False,False,False,5,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Mailed check,78.75,426.35,2.59
4508,6176-YJWAS,False,Male,False,True,False,72,True,True,Fiber optic,True,True,True,False,True,False,Two year,True,Credit card (automatic),97.95,7114.25,3.22
4509,6177-PEVRA,False,Female,False,False,False,48,True,False,DSL,True,True,False,False,False,False,Two year,False,Credit card (automatic),55.5,2627.35,1.82
4510,6178-KFNHS,True,Female,False,False,True,12,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,78.3,909.25,2.57
4511,6179-GJPSO,True,Female,True,False,False,43,True,False,Fiber optic,True,True,False,True,True,True,Month-to-month,True,Credit card (automatic),108.15,4600.7,3.55
4512,6180-YBIQI,False,Male,False,False,False,5,False,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,24.3,100.2,0.8
4513,6181-AXXYF,False,Male,False,True,True,72,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),24.75,1859.1,0.81
4514,6184-DYUOB,False,Female,False,True,False,3,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,19.6,55.25,0.64
4515,6185-TASNN,False,Male,True,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,46.3,46.3,1.52
4516,6188-UXBBR,False,Female,False,True,False,38,True,False,No,False,False,False,False,False,False,One year,True,Credit card (automatic),20.25,814.75,0.67
4517,6194-HBGQN,False,Male,False,False,False,51,True,True,DSL,True,True,True,True,True,False,One year,True,Credit card (automatic),81.15,4126.2,2.67
4518,6195-MELTI,False,Male,False,False,False,57,True,False,DSL,False,True,False,True,False,False,One year,True,Mailed check,54.65,3134.7,1.8
4519,6196-HBOBZ,False,Male,False,True,False,65,True,True,Fiber optic,True,True,True,False,True,False,Two year,True,Electronic check,99.35,6347.55,3.26
4520,6198-PNNSZ,False,Female,False,True,False,56,True,True,Fiber optic,True,True,True,False,True,True,One year,False,Bank transfer (automatic),109.8,6109.65,3.61
4521,6198-RTPMF,False,Female,False,True,False,17,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,92.6,1579.7,3.04
4522,6198-ZFIOJ,False,Female,False,False,False,5,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.6,402.5,2.48
4523,6199-IPCAO,False,Female,False,True,True,29,True,True,No,False,False,False,False,False,False,Two year,False,Mailed check,26.1,692.55,0.86
4524,6199-IWKGC,False,Female,True,True,False,46,True,True,Fiber optic,False,False,False,True,True,True,One year,False,Electronic check,100.25,4753.85,3.29
4525,6202-DYYFX,False,Female,False,False,False,22,True,True,Fiber optic,False,False,False,False,False,False,One year,True,Credit card (automatic),76.0,1783.6,2.5
4526,6202-JVYEU,False,Male,False,False,False,9,True,False,No,False,False,False,False,False,False,One year,True,Electronic check,19.9,164.6,0.65
4527,6203-HBZPA,False,Male,False,False,False,52,False,False,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),63.9,3334.95,2.1
4528,6204-IEUXJ,True,Female,False,False,False,3,True,False,Fiber optic,False,False,True,True,False,False,Month-to-month,False,Credit card (automatic),80.1,217.55,2.63
4529,6207-WIOLX,True,Female,False,True,True,25,False,False,DSL,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),58.6,1502.65,1.93
4530,6210-KBBPI,True,Male,True,False,False,9,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),99.45,919.4,3.27
4531,6211-WHMYA,False,Female,True,False,False,64,False,False,DSL,False,True,False,True,True,False,Month-to-month,True,Electronic check,43.85,2751.0,1.44
4532,6211-WWLTF,False,Male,False,True,False,63,True,False,Fiber optic,True,False,True,False,True,True,Two year,False,Credit card (automatic),99.7,6330.4,3.28
4533,6212-ATMLK,False,Female,False,False,False,50,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.7,4729.75,3.14
4534,6214-EDAKZ,True,Female,False,True,True,22,True,False,DSL,False,True,False,True,False,False,Month-to-month,False,Electronic check,55.15,1206.05,1.81
4535,6215-NQCPY,False,Male,False,False,False,15,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,99.7,1566.75,3.28
4536,6217-KDYWC,False,Male,False,False,True,57,True,False,No,False,False,False,False,False,False,Two year,True,Mailed check,19.6,1170.55,0.64
4537,6217-TOWGS,False,Female,False,True,False,17,True,True,DSL,False,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),75.4,1322.55,2.48
4538,6218-KNUBD,False,Male,False,False,False,6,True,False,DSL,False,True,False,False,True,False,Month-to-month,False,Electronic check,59.45,357.6,1.95
4539,6221-AVQYL,True,Male,False,False,False,2,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),73.25,131.05,2.41
4540,6223-DHJGV,False,Female,False,False,False,42,True,False,No,False,False,False,False,False,False,One year,True,Mailed check,20.65,958.1,0.68
4542,6227-FBDXH,False,Male,False,True,False,69,True,True,Fiber optic,False,False,True,False,True,True,One year,False,Bank transfer (automatic),99.5,6841.45,3.27
4543,6227-HWPWX,True,Female,False,False,True,15,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),69.0,994.8,2.27
4544,6229-LSCKB,False,Male,True,False,False,6,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.7,497.6,2.62
4545,6229-UOLQL,False,Male,False,True,True,56,False,False,DSL,True,True,False,True,True,False,One year,True,Mailed check,52.0,2884.9,1.71
4546,6230-BSUXY,True,Female,True,False,False,1,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Electronic check,85.0,85.0,2.79
4547,6231-WFGFH,False,Male,False,True,True,4,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.5,77.6,0.67
4548,6233-HXJMX,False,Female,False,False,False,45,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),89.3,4192.15,2.93
4549,6234-PFPXL,False,Male,False,True,False,22,True,True,Fiber optic,True,False,False,True,True,False,Month-to-month,False,Credit card (automatic),95.9,2234.95,3.15
4550,6234-RAAPL,False,Female,False,True,True,72,True,True,Fiber optic,True,True,False,True,True,False,Two year,False,Bank transfer (automatic),99.9,7251.7,3.28
4551,6235-VDHOM,True,Female,True,False,False,5,False,False,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,28.45,131.05,0.93
4552,6240-EURKS,True,Female,False,False,True,18,False,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.0,553.0,1.15
4553,6242-FEGFD,False,Male,False,True,False,66,True,True,Fiber optic,True,True,True,True,False,False,Two year,False,Mailed check,96.6,6424.25,3.17
4554,6242-MBHPK,False,Female,True,True,False,23,True,False,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,95.1,2326.05,3.12
4555,6242-SGYTS,False,Male,False,True,True,62,True,True,Fiber optic,True,True,False,False,True,False,One year,True,Credit card (automatic),94.95,5791.85,3.12
4556,6243-OZGFH,False,Female,False,False,False,23,False,False,DSL,False,False,False,False,True,True,Month-to-month,True,Electronic check,44.95,996.85,1.48
4557,6244-BESBM,False,Male,False,True,True,69,True,False,Fiber optic,False,False,False,True,True,True,Two year,True,Credit card (automatic),95.2,6671.7,3.13
4558,6248-BSHKG,False,Male,False,True,True,61,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.4,1226.45,0.67
4559,6248-TKCQV,False,Female,False,True,True,70,True,True,DSL,True,False,False,True,True,True,Two year,True,Bank transfer (automatic),80.6,5460.2,2.65
4560,6250-CGGUN,False,Male,False,False,False,54,True,False,Fiber optic,True,False,True,True,False,False,One year,False,Electronic check,84.4,4484.05,2.77
4561,6252-DFGTK,False,Female,False,True,False,37,True,True,DSL,True,False,True,True,False,False,One year,False,Credit card (automatic),68.1,2479.25,2.24
4562,6253-GNHWH,False,Female,False,True,True,71,True,True,DSL,True,True,True,True,False,False,Two year,False,Mailed check,71.1,5224.95,2.34
4563,6253-WRFHY,False,Male,False,True,True,13,True,False,DSL,False,False,False,False,True,True,One year,True,Electronic check,64.75,877.35,2.13
4564,6257-DTAYD,False,Male,False,True,False,71,True,True,Fiber optic,False,True,False,True,True,True,Two year,True,Credit card (automatic),104.15,7365.3,3.42
4565,6257-RJOHI,False,Male,False,False,False,4,True,False,DSL,False,False,False,True,False,False,Month-to-month,True,Mailed check,50.8,202.3,1.67
4566,6258-NGCNG,False,Male,False,False,False,7,True,True,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,23.5,173.0,0.77
4567,6258-PVZWJ,False,Male,False,True,False,68,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),90.8,6302.85,2.98
4568,6259-WJQLC,False,Male,True,False,False,32,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),81.1,2619.25,2.66
4569,6260-ONULR,False,Male,False,False,False,1,True,False,DSL,False,False,False,False,True,True,Month-to-month,True,Mailed check,62.8,62.8,2.06
4570,6260-XLACS,False,Male,False,False,False,4,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,19.7,117.8,0.65
4571,6261-LHRTG,False,Female,False,False,False,26,True,False,DSL,False,True,True,False,False,False,Month-to-month,True,Credit card (automatic),54.75,1406.9,1.8
4572,6261-RCVNS,True,Female,False,False,False,42,True,False,DSL,True,True,True,True,False,True,One year,False,Credit card (automatic),73.9,3160.55,2.43
4573,6265-FRMTQ,False,Male,False,False,False,31,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.4,609.1,0.67
4574,6265-SXWBU,False,Male,False,True,True,69,True,True,Fiber optic,False,True,True,False,True,False,One year,False,Credit card (automatic),95.75,6511.25,3.15
4575,6266-QHOJZ,False,Female,False,False,False,65,True,True,Fiber optic,True,True,False,True,False,False,One year,True,Electronic check,89.85,5844.65,2.95
4576,6267-DCFFZ,False,Female,True,True,False,30,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,90.05,2627.2,2.96
4577,6270-OMFIW,True,Male,False,True,False,60,True,False,Fiber optic,False,True,False,False,True,True,One year,True,Electronic check,94.4,5610.25,3.1
4580,6275-YDUVO,True,Female,False,False,False,2,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Mailed check,86.2,178.7,2.83
4581,6278-FEPBZ,False,Female,False,False,False,9,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.25,186.15,0.67
4582,6281-FKEWS,False,Female,False,False,False,44,False,False,DSL,False,False,True,False,True,True,One year,True,Electronic check,49.05,2265.0,1.61
4583,6283-GITPX,False,Male,False,False,True,71,True,False,DSL,True,True,True,True,True,False,Two year,True,Credit card (automatic),76.9,5522.7,2.53
4584,6284-AHOOQ,True,Male,True,False,False,22,True,True,Fiber optic,False,False,False,True,True,False,Month-to-month,True,Bank transfer (automatic),90.5,1910.6,2.97
4585,6284-KMNUF,False,Female,False,True,False,56,True,True,Fiber optic,True,False,False,False,True,True,One year,True,Electronic check,98.0,5270.6,3.22
4586,6285-FTQBF,False,Male,False,True,True,72,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),25.55,1867.7,0.84
4587,6286-SUUWT,False,Male,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.95,19.95,0.66
4588,6286-ZHAOK,False,Female,False,True,True,20,True,True,No,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),25.55,507.4,0.84
4589,6288-CHQJB,False,Female,False,True,True,54,True,False,DSL,True,False,True,True,False,True,Two year,False,Bank transfer (automatic),69.95,3871.85,2.3
4590,6288-LBEAR,False,Female,False,False,False,23,True,False,Fiber optic,False,True,False,True,False,False,Month-to-month,True,Mailed check,79.1,1783.75,2.6
4591,6289-CPNLD,True,Male,False,True,True,33,True,False,DSL,False,False,True,True,True,True,One year,True,Mailed check,73.9,2405.05,2.43
4592,6292-TOSSS,False,Male,False,False,False,50,True,True,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),24.9,1195.25,0.82
4593,6295-OSINB,False,Male,False,True,False,72,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Electronic check,109.65,7880.25,3.6
4594,6296-DDOOR,False,Female,False,False,False,19,True,False,DSL,False,True,False,False,True,False,One year,False,Electronic check,58.2,1045.25,1.91
4595,6297-NOOPG,False,Female,False,True,False,70,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Electronic check,110.5,7752.05,3.63
4596,6298-QDFNH,True,Male,False,False,False,22,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,79.35,1730.35,2.61
4597,6300-BWMJX,False,Female,False,True,False,59,True,True,Fiber optic,False,False,True,True,True,False,Month-to-month,False,Electronic check,93.35,5386.5,3.07
4598,6302-JGYRJ,True,Male,False,False,True,31,True,True,DSL,False,True,False,True,True,True,One year,True,Mailed check,79.45,2587.7,2.61
4600,6303-KFWSL,False,Female,False,False,False,29,True,True,DSL,False,True,False,False,False,False,One year,True,Electronic check,55.25,1620.2,1.82
4601,6304-IJFSQ,True,Male,False,False,False,3,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,49.9,130.1,1.64
4602,6305-YLBMM,True,Male,False,False,False,69,True,False,Fiber optic,False,True,True,True,True,True,One year,True,Bank transfer (automatic),104.05,7262.0,3.42
4603,6308-CQRBU,False,Female,False,True,False,71,True,True,Fiber optic,False,True,True,True,True,True,Two year,False,Electronic check,109.25,7707.7,3.59
4604,6311-UEUME,True,Female,False,False,False,29,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,78.9,2384.15,2.59
4605,6313-GIDIT,True,Male,True,False,False,53,False,False,DSL,False,True,True,False,True,True,Month-to-month,True,Electronic check,54.45,2854.55,1.79
4606,6317-YPKDH,True,Female,False,False,False,1,False,False,DSL,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),29.95,29.95,0.98
4607,6319-IEJWJ,True,Male,False,True,True,20,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,90.2,1776.55,2.96
4608,6319-QSUSR,False,Female,False,False,True,11,True,False,No,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),19.7,216.2,0.65
4610,6322-HRPFA,False,Male,False,True,True,49,True,False,DSL,True,True,False,True,False,False,Month-to-month,False,Credit card (automatic),59.6,2970.3,1.96
4611,6322-PJJDJ,False,Male,False,True,False,49,True,False,Fiber optic,False,True,False,False,True,True,Two year,True,Electronic check,94.8,4690.65,3.11
4612,6323-AYBRX,True,Male,False,False,False,59,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.35,1099.6,0.64
4613,6326-MTTXK,True,Male,False,False,False,8,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,False,Electronic check,100.85,819.55,3.31
4614,6328-ZPBGN,True,Female,True,False,False,11,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),95.15,997.65,3.13
4615,6330-JKLPC,True,Male,False,True,False,11,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),80.5,896.9,2.64
4616,6331-EWIEB,True,Male,False,False,False,20,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.25,1734.5,2.8
4617,6331-LWDTQ,True,Male,False,False,False,10,True,True,DSL,False,False,False,False,True,True,Month-to-month,True,Credit card (automatic),72.15,794.25,2.37
4618,6332-FBZRI,False,Male,False,True,True,67,True,True,DSL,True,True,True,True,False,False,One year,True,Credit card (automatic),69.35,4653.25,2.28
4619,6333-YDVLT,False,Male,False,False,False,65,True,True,Fiber optic,True,False,True,True,True,True,One year,True,Credit card (automatic),110.0,7138.65,3.61
4620,6338-AVWCY,True,Male,False,False,False,3,False,False,DSL,False,False,True,False,True,False,Month-to-month,True,Mailed check,40.15,130.75,1.32
4621,6339-DKLMK,False,Female,False,False,False,13,False,False,DSL,False,True,False,False,False,False,Month-to-month,True,Electronic check,31.65,389.95,1.04
4622,6339-RZCBJ,False,Male,False,False,False,48,True,False,DSL,False,True,True,True,True,True,Two year,False,Credit card (automatic),78.9,3771.5,2.59
4623,6339-TBELP,False,Male,False,False,False,71,True,True,Fiber optic,False,False,True,True,False,False,Two year,True,Credit card (automatic),86.4,6172.0,2.84
4624,6339-YPSAH,False,Male,False,False,False,9,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,73.8,704.3,2.42
4625,6340-DACFT,False,Female,False,True,True,50,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),20.55,1070.25,0.68
4626,6341-AEVKX,False,Female,False,True,False,62,True,False,Fiber optic,True,False,True,True,True,True,One year,True,Electronic check,104.3,6613.65,3.43
4627,6341-JVQGF,False,Female,False,True,True,31,True,False,DSL,True,False,True,True,True,True,One year,True,Mailed check,81.15,2545.75,2.67
4628,6344-SFJVH,False,Female,False,False,False,20,False,False,DSL,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),24.9,505.95,0.82
4629,6345-FZOQH,False,Male,False,True,False,69,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.9,1363.45,0.65
4630,6345-HOVES,False,Male,False,False,False,34,False,False,DSL,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),25.05,852.7,0.82
4631,6345-ULYRW,True,Male,True,True,False,44,True,True,Fiber optic,False,True,False,False,False,True,One year,False,Mailed check,88.4,3912.9,2.9
4632,6347-DCUIK,True,Male,False,False,False,10,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,74.15,811.8,2.44
4633,6348-SNFUS,False,Male,False,True,True,72,False,False,DSL,True,True,True,True,False,True,Two year,True,Credit card (automatic),55.45,4179.2,1.82
4634,6349-JDHQP,False,Female,False,False,False,53,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.85,1049.6,0.65
4635,6350-XFYGW,False,Male,True,False,False,4,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,94.75,422.4,3.11
4636,6351-SCJKT,False,Male,False,False,False,3,False,False,DSL,True,False,True,True,False,False,Month-to-month,False,Mailed check,41.35,107.25,1.36
